Data,Situation,spam
"মাথার ওপর মৃত আকাশ,",dep,1
মাথার ভিতরে তুমি ব্যাথার মত ঢুকে গেছে,dep,1
মানসিক শান্তি না থাকলে পুরো দুনিয়াটাই অন্ধকার লাগে,dep,1
মানিয়ে নেওয়া জিনিসটা সম্পূর্ণ বিলুপ্ত হয়ে গেছে,dep,1
"মানুষ অভিযোগের ভাষা ‌বুঝতে পারলেও, অভিমানের ভাষা বুঝবার ক্ষমতা ইশ্বর সবাইকে দেয় না!",dep,1
মানুষ অভ্যাসের দাস,dep,1
"মানুষ আমি, যন্ত্র না!",dep,1
মানুষ এখন মুখোশ ভীষণ মিথ্যে জারিজুরি,dep,1
"মানুষ এখন হাসির ভেতর লুকিয়ে রাখে ফণা, আড়াল হলেই নিন্দে ভীষণ, সম্মুখে বন্দনা।",dep,1
মানুষ এখন হাসির ভেতর লুকিয়ে রাখে বিষ,dep,1
মানুষ কখনো একা বাঁচতে পারেনা; কল্পনাতে হলেও একজন লাগে,dep,1
মানুষ কথা দিয়ে কথা রাখে না প্রয়োজন হলে শুধু মনে পরে,dep,1
মানুষ কথা না রাখতে পারলে কেন কথা দেয় -?,dep,1
"মানুষ কভু হারায় না,হারিয়ে যায় সুখ,",dep,1
মানুষ কল্পনাতে বেশী সুখী,dep,1
"মানুষ কষ্ট পায়, মানুষ শিখে, অতঃপর মানুষ বদলায়!",dep,1
মানুষ কিছু অনুভূতির মূল্য দিতে জানে না,dep,1
মানুষ কিভাবে এতো নাটক করে বুঝি না,dep,1
মানুষ ক্রমাগত দূরে সরে যায়;,dep,1
"মানুষ গুরুত্ব দেয় না, শুধু গুরুত্ব চায়",dep,1
"মানুষ চলে যায়, কিন্তু তার স্মৃতি থেকে যায়",dep,1
মানুষ চাইলেইত আর সেই সখগুলোকে পূরণ করতে পারে না,dep,1
"মানুষ চেনা দায়,",dep,1
মানুষ টা চেনা হলেও কেন যেন অচেনা,dep,1
"মানুষ তখনই যোগাযোগ রাখে যখন সে প্রয়োজনবোধ করে,",dep,1
মানুষ তার কর্মের জন্য মন থেকে উঠে যায়!,dep,1
"মানুষ তো মানুষকে মনে রাখে না, রাখে মনের ভিতরে একে বারে গভীরে দাগ কাটা স্মৃতি কে!",dep,1
মানুষ নয় যাদেরকে আপন ভাবতাম শুধু তারা হারিয়ে যাচ্ছে।,dep,1
মানুষ নিতান্তই অসহায় তার স্মৃতির নিকট,dep,1
মানুষ পরিবতর্নশীল স্বার্থের প্রয়োজনে চলে যাবে এটা স্বাভাবিক,dep,1
"মানুষ পরিবর্তন হয় কারোর তিক্ততার আচরণে!,",dep,1
মানুষ পরিবর্তন হয় বিশেষ কোনো কারণে,dep,1
"মানুষ প্রতিনিয়ত ভুল মানুষের কাছেই হেরে যায়,",dep,1
মানুষ প্রভাবক ছাড়া খারাপ মানুষ হতে পারে না।,dep,1
মানুষ প্রয়োজন সেরে গেলেই শত্রু হয়ে দাঁড়ায়,dep,1
"মানুষ বদলায়, ভালোবাসা বদলায় না।",dep,1
"মানুষ ভালোবাসার কাঙ্গাল, আর সেই মানুষের অবহেলা নিতে পারে না",dep,1
মানুষ মরে যায় কথা না বলতে পেরে,dep,1
মানুষ মাত্রই ভিক্ষুক কেউ অর্থের কেউ ভালোবাসার,dep,1
মানুষ মানুষ কে হারানোর ভয় থাকলে ভালোবাসা গুলো সারাজীবন থেকে যেতো।,dep,1
"মানুষ মানুষের মন বুঝেনা ,মানুষ বুঝে টাকা",dep,1
মানুষ মিশে যায়! তার-পরই পিষে দিয়ে চলে যায়,dep,1
মানুষ যখন অনুভূতিহীন হয়ে যায় তখন তার কিছুই বলার থাকে নাহ,dep,1
মানুষ যত ম্যাচিউর হতে থাকে তত ই পুরোনো জিনিস গুলোর প্রতি আকৃষ্ট হতে থাকে বেশি,dep,1
মানুষ যা ভাবে বেশির ভাগ ক্ষেত্রেই তার উল্টাটা হয় বাস্তবে,dep,1
মানুষ সবসময় তুচ্ছ বিষয়ে সহজে কান্না করতে পারে।,dep,1
"মানুষ হচ্ছে মেঘের মতো! তারা আসবে, তারা যাবে।",dep,1
মানুষ হয় অর্থকে ভালোবাসে নয় রূপ-লাবণ্যকে,dep,1
মানুষ হারালেই হারানো জিনিসের মর্ম বুঝে,dep,1
মানুষ হারিয়ে গেলেও কষ্টটা পিছু ছাড়ে না,dep,1
"মানুষ হারিয়ে যায়,কিন্তু বেঁচে থাকে তার হাজারো স্মৃতি!",dep,1
মানুষকে নিজের সার্থের জন্য কত দক্ষভাবে অভিনয় করতে দেখেছি।,dep,1
"মানুষকে হারিয়ে যেতে দিতে হয়, তবে সে একদিন তোমার মূল্য বুঝবে",dep,1
মানুষটাকে চাইলে ভালোবাসা হারাতে হবে,dep,1
"মানুষে মানুষে এতো প্রতারনা, হত্যা, এতো কৃত্তিম প্রনয়!",dep,1
"মানুষের অভিনয় দেখি, কিছু মানুষ আমার ধারনার চেয়েও খারাপ।",dep,1
মানুষের এই হুট করে নিজেকে বদলে ফেলতে পারার ব্যাপারটা সত্যিই বিস্ময়কর!,dep,1
মানুষের কাছে এখন আর আমার নিজেকে নির্দোষ প্রমান করতে ইচ্ছা করে না,dep,1
মানুষের জীবনে অস্থায়ী মানুষেরা স্থায়ী দুঃখ দিয়ে যায়।,dep,1
মানুষের দীর্ঘশ্বাস খুব খারাপ।,dep,1
মানুষের বদলে অমানুষ জুটলে কপালে তারা ডাস্টবিনে নামিয়ে ছাড়ে,dep,1
"মানুষের বিশ্বাসকে ভেঙ্গে লাভ নাই,",dep,1
"মানুষের বেশি কাছে যেতে ভয় পাই,যদি আবার হারাই পেলি",dep,1
মানুষের ভীড় তবু কোথাও কেউ নেই,dep,1
মানুষের মায়া মানুষের ছাঁয়ার মতই। মৃত্যুর আগ অবধি;,dep,1
"মানুষের সবচেয়ে ভয়ানক অভাব হলো, তাকে কোনো মানুষ তার মতো করে বোঝে না।",dep,1
মানুষের স্বপ্ন বা ইচ্ছা অনেক থাকে কিন্তু সব কিছু পূরন হয়না,dep,1
মায়া জিনিসটা প্রচুর খারাপ,dep,1
মায়া জিনিটা বড্ড খারাপ,dep,1
মায়া জিনিসটাই খুব খারাপ..,dep,1
মায়ায় আটকে যাওয়া মানুষ গুলোকে ভুলতে পারার ক্ষমতা যেন সবারি হই,dep,1
মায়ায় পড়েই অনুভূতি গুলো রোজ অবহেলিত,dep,1
মায়ার জন্যই তো মেয়েদের এত কষ্ট,dep,1
মিথ্যা আশার চাইতে দূরত্ব বজায় থাকুক আরো বেশি,dep,1
"মিথ্যা দিয়ে গড়া সম্পর্কের শেষ পরিনতি ভাঙ্গন,",dep,1
মিথ্যা বলা ধীরে ধীরে একটি সম্পর্কের বিচ্ছেদ ঘটায়,dep,1
মিথ্যে অভিনয়ে ঘেরা এই দুনিয়ায় সত্যিকারের ভালোবাসাগুলো এখন মুল্যহীন,dep,1
মুক্ত করে দাও তাকে বেঁধে রেখোনা আর,dep,1
"মুক্তি দিয়েছি নিজেই,, আর কতো অবহেলা পাবো ?",dep,1
মুক্তির কোলাহে তারে নির্বিকার করে দিব,dep,1
মুখ আর মুখোশ এর পার্থক্য ও শিখেছি,dep,1
মুহূর্তটা কতটা কষ্টদায়ক কতটা যন্ত্রণাদায়ক ছিল,dep,1
মৃত্যু ই সব যন্ত্রনার সমাধান....,dep,1
মৃত্যু কাছে না আশা অব্দি যে পালানো অসম্ভব,dep,1
মৃত্যুর অপেক্ষাই ই আছি। আর কিছু না,dep,1
মৃত্যুর পর হাওয়া হয়ে রয়ে যাব বারবার ক্ষণে ক্ষণে তোমায় স্পর্শ করব,dep,1
মৃত্যুর যাত্রী সবাই-ই।,dep,1
"মেনে নিতে পারিনি বলেই আজ এতো কষ্ট অনুভব করছি,",dep,1
মেনে নিলেই শান্তি মনে নিলেই অশান্তি,dep,1
মেয়েরা একবার কঠিন হয়ে গেলে আর দূর্বল করা যায় না!,dep,1
"মেয়েরা যেমন ভালোবাসতেও পারে, তেমনি ঘৃণাও করতে পারে",dep,1
মোহ মানুষকে আলোর দিকে ইশারা করে অন্ধকারের দিকে নিয়ে যায়।,dep,1
ম্যাচুরিটির সাথে সাথে মানুষের পছন্দ বদলায়।,dep,1
"ম্যাচুরিটির সাথে সাথে মানুষের রুচিবোধ বদলায়,",dep,1
"যখন কাছের মানুষ দূরে চলে যায়, তখন খুব একা লাগে।",dep,1
"যখন তাদের কেউ থাকেনা, তখনই শুধু তোমার ডাক পরে!",dep,1
যখন তুমি তাকে ভূলতে শিখবে ঠিক তখনি সে আবার আসবে তোমার কাছে,dep,1
যখন বেঁচে ছিলো তখন কোন মূল্য ছিলো না,dep,1
"যখন মন কাঁদে, তোমাকে খুঁজতে চলে আসি।",dep,1
যখন মন চেয়েছে ছুঁড়ে ফেলে দিয়েছে,dep,1
যখন মন চেয়েছে ছুঁড়ে ফেলে দিয়েছে,dep,1
"যখন মানুষের খুব প্রিয় কেউ তাকে অপছন্দ, অবহেলা কিংবা ঘৃণা করে তখন প্রথম প্রথম মানুষ খুব কষ্ট পায়",dep,1
যখন শিখে তখন ইচ্ছে থাকলেও আর আপন করা যায় না,dep,1
যখন সবাই চলে যায় -তখন একলা চলতে শিখতে হয়।,dep,1
যত দ্রুত সম্পর্ক তৈরি হয় তার চেয়েও দ্রুত তা নষ্ট হয়,dep,1
যত মানিয়ে নিবে ততই কষ্ট পেতে হবে,dep,1
"যতই অপেক্ষা করেন এই মানুষ গুলো কখনোই বদলাবে না,",dep,1
"যতই তিক্ততা থাকুক; মানুষকে ছেড়ে আসবার সময় মায়া হয়। ইচ্ছে করে, জড়িয়ে ধরে দাঁড়িয়ে থাকি আজন্ম।",dep,1
"যতই বড় হচ্ছি,সব ভালো ততই দূরে সরে যাচ্ছে,",dep,1
যতটা সস্তা ভাবো ততটা সস্তা আমি নই প্রিয়!,dep,1
যত্নের অভাবে ভালোবাসাও পঁচে যায়,dep,1
"যদি আবার পূর্ণজন্ম হতো, ভুল গুলো শুধরে নিতাম",dep,1
যদি আবারও তুমি আমাকে মরিচাধরা ছুরি দিয়ে খুন করো!,dep,1
যদি আরেকবার ফিরে পেতাম!,dep,1
যদি একবিন্দু যায়গা পেতাম কোনো দিনও যেতাম না,dep,1
যদি তুমি কাউকে ভালবাসো আর সে যদি বুঝতে পারে তখন সে তোমাকে অবহেলা শুরু করবে,dep,1
"যদি দাও পূর্ণতা,ভেঙ্গে দিব এই শৃঙ্খলা",dep,1
যদি নিজের অস্তিত্ব ধীরে-ধীরে ক্ষয়ে যায়.!,dep,1
"যদি প্রিয় কেও থাকবেই তার, তবে প্রিয় কেন সে হবে আমার",dep,1
যদি ভালবাসো তবে মুক্তি দাও,dep,1
যদি মুগ্ধতা নাই আসে তবে কেন মায়ায় জড়াবে!,dep,1
যদিও জেনেছি চোখ মুছলেও মুছবে না জল যাবে না জলের স্মৃতি।,dep,1
যন্ত্রণা ভুলতে সময় লাগবে,dep,1
যন্ত্রণা ভুলতে সময় লাগবেই,dep,1
যন্ত্রণাগুলা বুঝার মতো কেউ থাকে না,dep,1
যা কিছু হারায় তার কতোটুকু খুঁজেছে মানুষ!,dep,1
যাকে ছাড়া তুমি থাকতেও পারো না সে তোমাকে ছাড়া দিব্যি ভাল থাকতে পারে,dep,1
যাকে জীবনে চেয়েছিলাম তাকে পাইনি,dep,1
"যাকে তোমার উপস্থিতি খুশি করতে পারে না, তাকে তোমার অনুপস্থিতি উপলব্ধি করতে দাও",dep,1
"যাকে নিয়ে পাহাড়,সমুদ্র দেখার ইচ্ছে ছিলো, সেই স্রোতস্বিনী হয়ে গেলো",dep,1
যাকে মন দেওয়া যায় সে যখন ইছা তখন মন ভাঙতেও পারে,dep,1
যাদের কাছে মূল্যায়ন নেই তাদের কাছে মূল্যায়ন চাইতে হয় না।,dep,1
যাদের নিয়ে প্রত্যাশা থাকে তাদের থেকেই কষ্ট পেতে হয়।,dep,1
যাদেরকে প্রিয় বলা হয় তারা প্রিয় হওয়ার মুখোশ পরে থাকে,dep,1
যার কাছে আপনার চোখের পানির মূল্য নেই তাকে জড়িয়ে ধরে কান্না করে আপনার লাভ?,dep,1
যার কান্না তোমাকে কাদায় তোমার দুঃখে সে হাসতেও পারে,dep,1
যার জন্য চুরি করেছিলাম সেই আমাকে চোর বানিয়ে ছিল,dep,1
যার জন্য নিয়ম ভাঙ্গবি সে-ই একদিন তোর মন ভেঙে চলে যাবে।,dep,1
যার জন্য পাগলামো করবেন সেই বলবে পাগল,dep,1
যার না থাকায় শূন্যতা লাগে মনে হয় সেই ভালোবাসা,dep,1
"যার নিজের মন খারাপ নিজেকেই ঠিক করা লাগে, তার চেয়ে বেশি একা মানুষ পৃথিবীতে হয় না।",dep,1
যার যার কষ্টের পরিমাপ শুধু সে সে জানে।,dep,1
যার সিচুয়েশন একমাত্র সে-ই ভালো করে অনুভব করতে পারে!,dep,1
"যার স্বপ্ন যতো সীমাবদ্ধ,যত কম, জীবনের প্রতি তার মমত্ববোধ ততো অল্প",dep,1
যারা অভিনয় করে তাদের থেকে দূরে থাকার চেষ্টা করি।,dep,1
যারা এই স্বার্থপর দুনিয়ায় স্বার্থপর হয়ে থাকতে পারবে তারই স্বপ্ন সফল হবে।,dep,1
যারা কান্না করতে যানে তারা আত্মহত্যা থেকে বেঁচে যায়।।,dep,1
যারা খারাপ সময়ে খোঁজ রাখেনি তাদের কোন কারণে মনে রাখা যায়?,dep,1
"যারা পায় তারা মূল্য দিতে জানে না, বাস্তবতা",dep,1
যারা মানুষ এর সাথে বেইমানি করে তারা কখনো সুখি হতে পারে না,dep,1
যারা মানুষের মূল্য বুঝতে পারে না তাদের ছুঁড়ে ফেলে দেওয়াই উচিত,dep,1
যারা যেতে চায় তাদের আটকানোর সাধ্য কারোর নাই,dep,1
যারা হারে তারা সব দিক থেকে হারে,dep,1
"যারেই ভালো রাখতে চাইছি, তার কপালেই দুঃখ হয়ে গেছি আমি!",dep,1
যে অনুভূতি বুঝে না সে কখনো ভালোবাসতে পারে না,dep,1
"যে অনেক প্রিয় থাকে,সে একসময় ফ্রেন্ডলিস্টেই থাকে না",dep,1
যে আগুন হৃদয়ে চাপা পড়ে আছে সেটা জবানে এনো না,dep,1
যে কষ্ট দেয় তার তো কষ্ট লাগে না তাহলে আমার এত কষ্ট হয় কেন?,dep,1
যে কোন সম্পর্কেই কারো সাথে প্রতিদিন কথা বলার অভ্যাস করতে নেই,dep,1
যে ছেড়ে গেছে সে সব অধিকার থেকেই ছেড়ে গেছে,dep,1
যে জীবন একাধিক বেদনায় সংযুক্ত সে জীবনে ভালোবাসা টুকুই স্মরণযোগ্য,dep,1
"যে তোমাকে উদাসীন রেখেই শান্তিতে ঘুমোতে চলে যায়, বুঝে নিও সেখানে ভালোবাসা নেই",dep,1
যে তোমাকে এড়িয়ে চলে তুমি তার পিছনে ছুটতে যেওনা!,dep,1
"যে তোমাকে কষ্ট দেয়, তার জন্য তুমি দোয়া করো!",dep,1
"যে তোমাকে ভালবাসে তারে উপেক্ষা করলে, ভালবাসার অভাব তো হবেই",dep,1
যে থেকে যায় সেই ঠেকে যায়,dep,1
"যে দুঃখ দিচ্ছে, জেনেশুনে বারবার তার খুব নিকটে পৌঁছানোর চেষ্টা করা।",dep,1
যে নারী অসম্ভব ভালোবাসতে পারে সে নারী ঘৃণাও করতে পারে..!,dep,1
"যে নিজের ফ্যামিলি প্রব্লেম চোখের সামনে দেখছে, সে পৃথিবীর সব কষ্ট হজম করে ফেলছে!!",dep,1
"যে পথে দিগন্তরেখা, সে পথে তোমার আমার আবারও হবে দেখা",dep,1
"যে পথে ফিরেছে সব, সেই পথে আমার হবে না ফেরা,",dep,1
যে পথে যেতেই হবে সেখা থেকে দূরে সরিয়ে রেখোনা,dep,1
যে পথে সর্বত্র তুমি সে পথে আমি ফেলে এসেছি,dep,1
যে পায় সে পেয়ে যায়- বাকীরা হারায়।,dep,1
"যে বর্ষায় ছিলো না, তারে বসন্তে আর চাই না..",dep,1
যে বিচ্ছেদ দিয়ে যায় সে স্মৃতিও দিয়ে যায়,dep,1
যে বিশ্বাস প্রতিবার ভাঙ্গে তার কাছে বিশ্বাস করে কি ই বা চাইবো?,dep,1
যে মনে থাকে সে কপালে থাকে না,dep,1
যে যাবার সে যাবেই!! তবে তার স্মৃতি আঁকড়ে ধরে রেখে জীবনে চলা খুবই কষ্টকর!!  তবুও ভালো থাকুক প্রিয় মানুষটি,dep,1
যে যার মতো আলো কেড়ে নিয়ে হাটে।,dep,1
যে যার মতোন বয়ে যায়-,dep,1
যে যেমন কষ্ট দেবে তেমনটা তাকেও পেতে হবে,dep,1
যে সম্পর্কে মিথ্যা আর অভিনয় ভরা এমন সম্পর্ক না টিকিয়ে রাখাই ভালো,dep,1
"যে সেচ্ছায় হারিয়ে যায়, থাকে খুজেঁ লাভ কি",dep,1
যে হারিয়ে যাই তাকে না খোজায় শ্রেয়,dep,1
যে হারিয়ে যায় তাকে না খোজায় শ্রেয়..,dep,1
"যে হারিয়েছে সে ভেবেছে সে মুক্ত, কিন্তু যার হারিয়েছে সে জানে যন্ত্রণা কতটা ভয়াবহ।",dep,1
যেকোন কিছুতে কিছু হলেই দূরে সরে যায় তার কাছে কতটা গুরুত্বপূর্ণ তা প্রশ্নবিদ্ধ,dep,1
"যেখানে তোমার গ্রহণযোগ্যতা নেই, সেখান থেকে সরে আসো ..",dep,1
"যেখানে নিঃশব্দ কান্নায় স্বরচিত হয় একান্ত শোক!! আর এই শোকেই থাকে একাকীত্ব, যা কখনোই বিশ্বাসঘাতকতা করে না",dep,1
যেখানে নিঃশব্দ কান্নায় স্বরচিত হয় একান্ত সময়..সেখানে আর ফিরে যেতে চাই না।,dep,1
যেখানে ভালোবাসা নেই -অভিমান সেখানে বেমানান,dep,1
যেখানে সম্মান নেই সেখানে আমিও নেই,dep,1
যেখানে স্বার্থ থাকে সেখানে ভালোবাসা থাকে না,dep,1
যেখানেই যাও মায়ার মৃত্যু নেই!,dep,1
যেটা হারিয়ে যায় সেটা নিয়ে ভেবে আর কি লাভ?,dep,1
"যেটাকে মানুষ ভালোবাসা ভাবে, সেটা আসলে একটা মরীচিকা।",dep,1
"যেতে যেতে আমিও পৃথক হয়েছি, হয়েছি আলাদা মানুষ আলাদা ভুবন-",dep,1
"যেথায় পালাতে চাই, সেথায় গিয়ে শুধু তোমার দেখা পাই।",dep,1
যেন কাউকে কটুবাক্য বলবার ভীষণ প্রয়োজন ছিল,dep,1
"যেহেতু সভ্যতা আমাকে খেয়েছে এতদিন এবার আমি সভ্যতাকে খাবো,",dep,1
যোগাযোগ বন্ধ হয়ে গেলেই ভালোবাসা শেষ হয়ে যায় না,dep,1
"যোগাযোগ বিচ্ছিন্ন হতে পারে, সম্পর্ক বিচ্ছিন্ন হতে পারে! তবুও ভালবাসাটা থেকে যায়. হয়তো আক্ষেপে নয়ত অপেক্ষায়",dep,1
"যোগাযোগ বিচ্ছিন্ন হতে পারে, সম্পর্কের বিচ্ছেদ হতে পারে কিন্তু ভালবাসাটা থেকে যায়,আক্ষেপে নয়তো অপেক্ষায়",dep,1
যোগ্যরা কখনো পাপ্য জিনিস পাই না.,dep,1
রক্তক্ষরণ হতে থাকা হৃদয়ের ক্ষত লুকানো খেলতামাশা নয়।,dep,1
রাখতে জানলে মানুষ কখনো হারায় না,dep,1
রাগ মানুষের সবচেয়ে বড় শত্রু,dep,1
"রাগ, অভিমান বেড়েছে ভালোবাসা একটু ও কমে নি তাই দূরেই থাক",dep,1
"রাগ,ক্ষোভ,ভালোবাসা সব পিড়া দেয় নিজেকে, তবুও কিছুই প্রকাশ করতে পারবো না।",dep,1
রাতের আকাশ তবু নিয়ে আসে রোদের সকাল।।,dep,1
রাতের আধারে মুখ চেপে বোবা কান্না করা বন্ধ করতে হবে,dep,1
রুম অন্ধকার করে তারপর কান্না করি,dep,1
রূপের অহংকার করে আমাকে আঘাত করেছে ভালো থাকুক স্বার্থপর মানুষ গুলো,dep,1
লক্ষ কোটি জীবন্ত লাশের অনুভূতি মিশে আছে পুরোনো স্মৃতিতে,dep,1
লম্বা নিশ্বাস নিয়ে ঐ তো দূর আকাশের দিকে তাকিয়ে থাকি,dep,1
লোকে ভেঙে যাওয়া বাড়িরও ইট খুলে নিয়ে যায়,dep,1
লোভ থেকে কিছু পাওয়ার আশায় মানুষ তৈলাক্ত মাথায় তেল দেই,dep,1
"শক্ত হয়েও, কঠিন হয়েও, একটু রোদ পড়লেই মনে হয় গলে যাই।",dep,1
শখের বয়সে টাকার অভাব থাকে,dep,1
শত কষ্ট নিয়ে হাসিমুখে অভিনয় করে বেঁচে আছি..,dep,1
শত শত বিচ্ছেদের একটাই কারণ ভূলবুঝা,dep,1
"শব্দ নিজের ভেতর জমে গিয়ে যে দূরত্ব তৈরী করে দেয়, সে দূরত্ব ঘুচিয়ে কাছে আসা কঠিন।",dep,1
শব্দ ভেঙ্গে নতুন শব্দ বানানোর মানুষ গুলো ভালোবাসা ভেঙ্গে দিয়ে আর ভালোবাসে নাহ,dep,1
শব্দহীন অভিমানের ভাষার মতন দুর্বোধ্য আর কিছু হয়না।,dep,1
শরীর পোড়ায়ে আজ নির্ভাসনে চলেছে সকাল,dep,1
শরীর হয়তো বাস্তবে পুড়ে না কিন্তু মন পুড়ে,dep,1
শরীরের শিরায় শিরায় মিশে গেছে কিছু স্মৃতি,dep,1
শান্তি খুজতে গিয়ে মৃত্যুর জন্য প্রস্তুতি নিয়ে রাখতে হলো,dep,1
"শারীরিক কষ্টের চেয়ে, মানুসিক কষ্ট অনেক ভয়ঙ্কর ",dep,1
শীতের দিনেও বৃষ্টিতে কালকে সব বিষ শেষ,dep,1
শুধু আছে সাথে পাথরে- কাঁটায় বেষ্টিত এক অনন্ত পথ,dep,1
"শুধু আমিই জানি, কতোটা সময় নষ্ট করেছি,তার অপেক্ষায়",dep,1
শুধু এই টুকু মনে থাকবে আমারা এক সময় অনেক কথা বলতাম…,dep,1
শুধু চেয়ে চেয়ে দেখতে হবে একটা অনাকাঙ্ক্ষিত সমাপ্ত,dep,1
শুধু চোখ না অপমান গুলোও মনে আছে,dep,1
শুধু তোমাকে আগলে রাখতেই পারলাম না,dep,1
"শুধু নীরবতা জানে, মনের সঙ্গে কত কথা বলি।",dep,1
"শুধু মনে থাকবে একদিন আমরা অনেক কথা বলেছিলাম,",dep,1
"শুধু সময় থাকলেই হয় না,মন এর ইচ্ছাটাই আসল",dep,1
শূন্য হাতে ফিরায়ে দিবা জেনেও দু হাত পেতে বসে থাকি।,dep,1
শূন্যতা একদিন পূর্ণতা পাবে,dep,1
"শূন্যতা হয়তো পাবে পূর্ণতা আমার, অনুভবে বুঝে উঠে আমার একলা আকাশ",dep,1
শূন্যতায় বেঁচে থাকুক ভালোবাসা,dep,1
শূন্যতায় ভেসে হাহাকার দেখি,dep,1
"শূন্যতার ভেতরে চোখ,, চোখের ভেতরেও শূন্যতা…",dep,1
"শূন্যতার শহরে পূর্ণতা নেই, আছে শুধু অবহেলা..!",dep,1
শেষ পর্যন্ত স্মৃতি গুলো কে নিয়ে বেঁচে থাকা লাগে,dep,1
শেষ হয়নি তবে অনেক কথাই আজ হারিয়ে গেছে যোগাযোগের অভাবে,dep,1
শেষমেশ যে যার অন্ধকারের কাছে ফিরে যায়,dep,1
শেষে যদি বিচ্ছেদই থাকবে! ভূমিকায় এতো সুন্দর ছিলো কেন?,dep,1
"সঙ্গ যদি স্বস্তি না দেয়, সঙ্গীহীন থাকাই শ্রেয়",dep,1
সঠিক মানুষ সঠিক সময়ে আসে না তাই জীবনটা সবার পরিপূর্ণ হয় না,dep,1
সঠিক সময়ে সঠিক কোনো সিদ্ধান্ত নিতে পারলাম না আজ পর্যন্ত,dep,1
সত্যি এখন আর কারো সাথে মিশতেও ইচ্ছে করে না!,dep,1
সত্যি কথা গুলো কত অবলিলায় চলে আসে,dep,1
সত্যি পৃথিবীর মানুষ গুলো অনেক স্বার্থপর,dep,1
সত্যি বলতে আমার কোনো বন্ধু নেই,dep,1
সত্যি বলতে আমি এখনো অপেক্ষা করি সে আবার ফিরে আসবে ভেবে....,dep,1
সত্যিই অনুভুতি গুলো আলাদা করা যায় না,dep,1
সত্যিই সবার থেকে দূরে গিয়ে একা বাঁচতে ইচ্ছে করে,dep,1
সত্যিকারের ভালোবাসা ব্যক্তিকেন্দ্রিক।,dep,1
সপ্ন দেখা সহজ হলেও তা পূরণ করা অনেক কঠিন,dep,1
"সব অভিমানে ঘৃণা থাকে না,থাকে আক্ষেপ ।",dep,1
"সব কথা ফুরোলো না, হৃদয়ের সব তৃষ্ণা হলো নাকো লেখা।",dep,1
"সব কথা বলতে নেই, সব কথা জানার চেষ্টাও করতে নেই। ভালোবাসা প্রকাশ করলে সেটার গুরুত্ব সবাই বুঝতে পারেনা। আর বুঝতে না পারলে তখন অবহেলা অযত্নে সব অনুভূতি, সব স্বপ্নের মৃত্যু হয়",dep,1
সব কষ্ট সহ্য করতে পারলেও প্রিয়জনের কষ্ট সহ্য করার মতো না!,dep,1
সব কিছু আছে তবুও যেনো আমার বলতে আর কিছুই নেই,dep,1
"সব গল্প হয়ে থাক,ভালবাসি আর বলা হল না",dep,1
"সব গল্পের শেষ হয় না,কিছু গল্প বয়ে বেড়াতে হয় আজীবন",dep,1
সব চেয়ে বড় ভুল করছি পেট থেকে বের হোয়ে,dep,1
সব ভালোবাসা পূর্ণতা পেতে হবে এমন তো কোনো নেই।থাক না কিছু ভালোবাসা অপূর্ণ,dep,1
সব ভালোবাসা সত্যি হয় নাহ,dep,1
সব মিলিয়ে আমি খুব ক্লান্ত,dep,1
"সব মেঘে যেমন বৃষ্টি হয়না, সব মানুষও তেমনি কাঁদতে পারে না।",dep,1
সব যোগাযোগ সম্পর্ক না,dep,1
"সব শীতের শেষে হয়তো বসন্ত আসেনা,,",dep,1
সব সত্যি জেনেও তারসাথে বন্ধুত্ব থাকে ঠিকই কিন্তু আগের স্থানটা পরিবর্তন হয়।,dep,1
সব সময় ইচ্ছা থাকলেও সব স্থান ত‍্যাগ করা যায় না,dep,1
সব হেরে যায় বাস্তবতার কাছে,dep,1
সবকিছু প্রয়োজনীয়তা সবাই মনে করে না,dep,1
সবকিছুই থেকে যাবে শুধু আমরা থাকবো না!,dep,1
সবথেকে কষ্টকর অনুভুতি হচ্ছে আপনার প্রিয় মানুষের মুখে তার প্রিয় মানুষের গল্প শোনা!,dep,1
সবশেষে একটা দীর্ঘশ্বাস ফেলে সব ভুলে থাকার ব্যর্থ চেষ্টা,dep,1
সবসময় তো আর কেউ পাশে থাকে না,dep,1
"সবসময় ভাবি আম্মু কে ছাড়া আমি অসহায়, তাঁকে ছাড়া কিভাবে থাকবো!",dep,1
সবসময় সবাইকে ক্ষমা করতে নেই,dep,1
সবাই অপেক্ষা করে সেই ভালোবাসা প্রমাণ করতে পারে না।,dep,1
সবাই আঘাত করতে পারে খুব যত্ন সহকারে।,dep,1
"সবাই কোন না কোনভাবে জীবন থেকে বিরক্ত,",dep,1
"সবাই তো বদলায়, তাহলে আমি কেন বদলাবো না।",dep,1
সবাই দিব্যি ভালো থাকার ভান করে আছে।,dep,1
সবাই স্বার্থপর,dep,1
সবাই হারিয়ে যাক শুধু বেঁচে থাক অভিমান,dep,1
সবাইকে তো আর সব জানানো যায় না কিছু নিজের সাথেই নিয়ে যেতে হবে,dep,1
সবাইকে ভুলে গেলেও নিজের মৃত্যুর আগ পর্যন্ত মায়ের মৃত্যুর কথা ভোলা যায় না,dep,1
সবার অগোচরে প্রিয় মানুষগুলোই প্রিয় মানুষগুলো কে ঠকাচ্ছে,dep,1
সবার জীবনেই একটা বেঈমান দেবী থাকে,dep,1
সবার পরিস্থিতি সবাই বুঝে না,dep,1
